display_first_last,team_name,jersey,position,height,weight,rosterstatus,from_year,to_year
Larry Owens,,,Forward-Guard,6-7,210,Inactive,2010,2011
Tom Owens,Trail Blazers,44,Center,6-10,215,Inactive,1976,1982
Ray Owes,Warriors,35,Forward,6-9,224,Inactive,1996,1996
Joe Pace,Bullets,44,Center,6-10,220,Inactive,1976,1977
Zaza Pachulia,Hawks,27,Center,6-11,270,Inactive,2003,2018
Robert Pack,,,Guard,6-2,190,Inactive,1991,2003
Gerald Paddio,Cavaliers,4,Forward,6-7,205,Inactive,1990,1993
Scott Padgett,,,Forward,6-9,240,Inactive,1999,2006
Jaysean Paige,,,Guard,6-2,200,Inactive,2021,2021
Marcus Paige,Hornets,4,Guard,6-0,164,Inactive,2017,2017
Fred Paine,Steamrollers,,Forward,6-5,210,Inactive,1948,1948
Milt Palacio,Raptors,3,Guard,6-4,210,Inactive,1999,2005
Togo Palazzi,Nationals,17,Forward,6-4,205,Inactive,1954,1959
Jim Palmer,Knicks,19,Forward,6-8,224,Inactive,1958,1960
John Palmer,Knicks,16,Forward,6-4,180,Inactive,1946,1948
Trayvon Palmer,,,Guard,6-6,200,Inactive,2021,2021
Walter Palmer,Jazz,31,Center,7-1,215,Inactive,1990,1992
Kevin Pangos,,,Guard,6-1,179,Inactive,2021,2021
Andy Panko,,,Forward,6-9,245,Inactive,2000,2000
Georgios Papagiannis,Kings,19,Center,7-1,240,Inactive,2016,2017
Kostas Papanikolaou,,,Forward,6-8,235,Inactive,2014,2015
Jannero Pargo,,,Guard,6-1,185,Inactive,2002,2014
Estes Parham,Bombers,14,Forward,6-3,200,Inactive,1948,1950
Robert Parish,Celtics,0,Center,7-1,244,Inactive,1976,1996
Medford Park,Hawks,14,Guard,6-2,205,Inactive,1955,1959
Anthony Parker,Raptors,18,Guard,6-6,210,Inactive,1997,2011
Jabari Parker,,,Forward,6-7,245,Inactive,2014,2021
Smush Parker,Lakers,1,Guard,6-4,190,Inactive,2002,2007
Sonny Parker,Warriors,22,Forward,6-6,200,Inactive,1976,1981
Tony Parker,Spurs,9,Guard,6-2,185,Inactive,2001,2018
Jack Parkinson,Olympians,,Guard,6-0,174,Inactive,1949,1949
Cherokee Parks,,,Forward-Center,6-11,240,Inactive,1995,2003
Jack Parr,Royals,16,Center,6-9,220,Inactive,1958,1958
Doyle Parrack,Stags,,Forward,6-0,165,Inactive,1946,1946
Charlie Parsley,Warriors,7,Guard,6-2,175,Inactive,1949,1949
Chandler Parsons,,,Forward,6-9,230,Inactive,2011,2019
Eric Paschall,Jazz,0,Forward,6-6,255,Inactive,2019,2021
Anzejs Pasecniks,,,Center-Forward,7-1,229,Inactive,2019,2020
Zarko Paspalj,Spurs,14,Forward,6-9,215,Inactive,1989,1989
Marty Passaglia,Capitols,,Guard,6-0,170,Inactive,1946,1948
George A. Pastushok,Steamrollers,,,,,Inactive,1946,1946
Myles Patrick,Lakers,34,Forward,6-8,220,Inactive,1980,1980
Stan Patrick,Hawks,,Forward,6-2,185,Inactive,1949,1949
Andrae Patterson,,,Forward,6-9,238,Inactive,1998,1999
George Patterson,Pistons,20,Center,6-7,230,Inactive,1967,1967
Lamar Patterson,,,Guard-Forward,6-5,225,Inactive,2015,2016
Patrick Patterson,Raptors,54,Forward,6-8,235,Inactive,2010,2020
Ruben Patterson,,,Forward,6-5,223,Inactive,1998,2007
Tommy Patterson,Bullets,30,Forward,6-6,220,Inactive,1972,1973
Worthy Patterson,Hawks,17,Guard,6-2,175,Inactive,1957,1957
Justin Patton,,,Center,6-11,241,Inactive,2017,2020
Brandon Paul,Spurs,3,Guard,6-4,200,Inactive,2017,2017
Chris Paul,Warriors,3,Guard,6-0,175,Active,2005,2023
Charlie Paulk,Royals,42,Forward,6-8,219,Inactive,1968,1971
Jerry Paulson,Royals,15,Guard,6-2,185,Inactive,1957,1957
Billy Paultz,Spurs,5,Center,6-11,235,Inactive,1976,1984
Jim Paxson,Lakers,11,Guard,6-6,200,Inactive,1956,1957
Jim Paxson,Trail Blazers,,Guard,6-6,200,Inactive,1979,1989
John Paxson,Bulls,5,Guard,6-2,185,Inactive,1983,1993
Johnny Payak,Hawks,6,Guard,6-4,174,Inactive,1949,1952
Adreian Payne,,,Forward,6-10,237,Inactive,2014,2017
Cameron Payne,Suns,15,Guard,6-1,183,Active,2015,2023
Kenny Payne,76ers,21,Forward,6-8,195,Inactive,1989,1992
Tom Payne,Hawks,54,Center,7-2,240,Inactive,1971,1971
Elfrid Payton,Suns,2,Guard,6-3,195,Inactive,2014,2021
Gary Payton,SuperSonics,20,Guard,6-4,190,Inactive,1990,2006
Mel Payton,Olympians,,Guard,6-4,185,Inactive,1951,1952
Gary Payton II,Warriors,8,Guard,6-2,195,Active,2016,2023
George Pearcy,Falcons,,Guard,6-1,165,Inactive,1946,1946
Henry Pearcy,Falcons,,Guard,6-1,170,Inactive,1946,1946
Wiley Peck,Spurs,54,Guard,6-7,220,Inactive,1979,1979
Anthony Peeler,Timberwolves,8,Guard,6-4,208,Inactive,1992,2004
Nikola Pekovic,Timberwolves,14,Center,6-11,307,Inactive,2010,2016
Jake Pelkington,Bullets,30,Center,6-6,220,Inactive,1948,1948
Norvel Pelle,,,Center,6-10,231,Inactive,2019,2021
Sam Pellom,Hawks,41,Forward,6-9,225,Inactive,1979,1982
Mike Penberthy,,,,6-3,180,Inactive,2000,2001
Desmond Penigar,,,Forward,6-7,245,Inactive,2003,2003
Kirk Penney,,,Guard,6-5,220,Inactive,2003,2004
Mike Peplowski,Kings,54,Center,6-10,270,Inactive,1993,1995
Kendrick Perkins,Celtics,21,Center,6-10,270,Inactive,2003,2017
Warren Perkins,Blackhawks,11,Guard,6-3,190,Inactive,1949,1950
Kosta Perovic,Warriors,19,Center,7-2,240,Inactive,2007,2007
London Perrantes,,,Guard,6-2,190,Inactive,2017,2017
Elliot Perry,,,Guard,,,Inactive,1991,2001
Reggie Perry,,,Forward-Center,6-8,250,Inactive,2020,2021
Tim Perry,,,Forward,6-9,200,Inactive,1988,1995
Chuck Person,Pacers,45,Forward,6-8,241,Inactive,1986,1999
Wesley Person,Cavaliers,10,Guard-Forward,6-6,200,Inactive,1994,2004
Alec Peters,Suns,25,Forward,6-9,235,Inactive,2017,2017
Jim Petersen,Rockets,43,Forward,6-10,235,Inactive,1984,1991
Bob Peterson,Knicks,9,Forward,6-5,210,Inactive,1953,1955
Ed Peterson,Nationals,20,Center,6-9,220,Inactive,1949,1950
Mel Peterson,Bullets,16,Guard,6-4,185,Inactive,1963,1963
Geoff Petrie,Trail Blazers,45,Guard,6-4,190,Inactive,1970,1975
Johan Petro,Thunder,10,Center,7-0,247,Inactive,2005,2012
Drazen Petrovic,Nets,3,Guard,6-5,195,Inactive,1989,1992
Richard Petruska,Rockets,3,Center,6-10,260,Inactive,1993,1993
Bob Pettit,Hawks,9,Forward,6-9,205,Inactive,1954,1964
Roger Phegley,Spurs,21,Guard,6-6,205,Inactive,1978,1983
Jack Phelan,Redskins,,Forward,6-5,195,Inactive,1949,1949
Jim Phelan,Warriors,,Guard,6-1,175,Inactive,1953,1953
Derrick Phelps,Kings,5,Forward,6-4,181,Inactive,1994,1994
Mike Phelps,SuperSonics,14,Guard,6-4,180,Inactive,1985,1987
Tarik Phillip,Wizards,22,Guard,6-3,195,Inactive,2018,2018
Eddie Phillips,Nets,51,Forward,6-7,225,Inactive,1982,1982
Gary Phillips,Warriors,7,Guard,6-3,189,Inactive,1961,1965
Eric Piatkowski,Clippers,52,Guard-Forward,6-7,215,Inactive,1994,2007
Jamorko Pickett,Pistons,24,Forward,6-9,206,Inactive,2021,2021
Paul Pierce,Celtics,34,Forward,6-7,235,Inactive,1998,2016
Ricky Pierce,Bucks,22,Guard,6-4,215,Inactive,1982,1997
Nate Pierre-Louis,,,,,,Inactive,,
Stan Pietkiewicz,Clippers,43,Guard,6-5,200,Inactive,1978,1980
Mickael Pietrus,Warriors,20,Forward,6-6,215,Inactive,2003,2012
John Pilch,Lakers,,Forward,6-3,185,Inactive,1951,1951
Ed Pinckney,Celtics,54,Forward,6-9,240,Inactive,1985,1996
Kevinn Pinkney,,,Forward,6-10,245,Inactive,2006,2006
Theo Pinson,Mavericks,1,Guard-Forward,6-7,212,Active,2018,2023
Dave Piontek,Royals,61,Forward,6-6,230,Inactive,1956,1962
Tom Piotrowski,Trail Blazers,54,Center,7-1,240,Inactive,1983,1983
Scottie Pippen,Bulls,33,Forward-Guard,6-8,228,Inactive,1987,2003
Charlie Pittman,Suns,32,Forward,6-8,220,Inactive,1982,1985
Dexter Pittman,,,Center,6-11,285,Inactive,2010,2013
Zoran Planinic,,,,,,Inactive,2003,2008
Daeqwon Plowden,,,,,,Inactive,,
Marshall Plumlee,Knicks,40,Center,7-0,250,Inactive,2016,2017
Mason Plumlee,Clippers,44,Forward-Center,7-0,254,Active,2013,2023
Miles Plumlee,Suns,18,Center,6-11,249,Inactive,2012,2018
Gary Plummer,Warriors,45,Forward,6-9,215,Inactive,1984,1992
Pavel Podkolzin,,,Center,7-5,260,Inactive,2004,2005
Jakob Poeltl,Raptors,19,Center,7-1,245,Active,2016,2023
Vincent Poirier,,,Center-Forward,7-0,235,Inactive,2019,2020
Aleksej Pokusevski,Thunder,17,Forward,7-0,210,Active,2020,2023
Dwayne Polee,Clippers,12,Forward,6-5,180,Inactive,1986,1986
Scot Pollard,Kings,66,Center-Forward,6-11,278,Inactive,1997,2007
Cliff Pondexter,Bulls,41,Forward,6-9,233,Inactive,1975,1977
Shamorie Ponds,,,Guard,6-0,175,Inactive,2019,2019
Yves Pons,Grizzlies,5,Forward,6-5,206,Inactive,2021,2021
Jordan Poole,Warriors,3,Guard,6-4,194,Active,2019,2023
David Pope,Kings,51,Forward,6-7,220,Inactive,1984,1985
Dave Popson,Celtics,50,Center,6-10,220,Inactive,1988,1991
Ben Poquette,Jazz,50,Forward,6-9,235,Inactive,1977,1986
Chris Porter,Warriors,4,Forward,6-7,218,Inactive,2000,2000
Howard Porter,Pistons,54,Forward,6-8,220,Inactive,1971,1977
Jontay Porter,Grizzlies,4,Center-Forward,6-11,240,Inactive,2019,2020
Kevin Porter,Bullets,1,Guard,6-0,170,Inactive,1972,1982
Terry Porter,Trail Blazers,30,Guard,6-3,205,Inactive,1985,2001
Kevin Porter Jr.,Rockets,3,Guard-Forward,6-4,203,Active,2019,2023
Otto Porter Jr.,Raptors,32,Forward,6-8,198,Active,2013,2023
Bobby Portis,Bucks,9,Forward,6-11,250,Active,2015,2023
Bob Portman,Warriors,33,Forward,6-5,200,Inactive,1969,1972
Kristaps Porzingis,Celtics,6,Forward-Center,7-3,240,Active,2015,2023
James Posey,Nuggets,41,Forward,6-8,217,Inactive,1999,2010
Lavor Postell,Knicks,7,Guard-Forward,6-5,215,Inactive,2000,2002
Vitaly Potapenko,Celtics,20,Center-Forward,6-10,285,Inactive,1996,2006
Micah Potter,Jazz,25,Center,6-8,248,Active,2021,2023
Leon Powe,Celtics,7,Forward,6-8,240,Inactive,2006,2010
Josh Powell,Lakers,21,Forward,6-9,240,Inactive,2005,2013
Kasib Powell,Heat,12,Forward,6-7,215,Inactive,2007,2007
Myles Powell,76ers,5,Guard,6-2,195,Inactive,2021,2021
Norman Powell,Clippers,24,Guard,6-4,215,Active,2015,2023
Alex Poythress,Pacers,22,Forward,6-9,235,Inactive,2016,2018
Paul Pressey,Bucks,5,Guard,6-5,185,Inactive,1982,1992
Phil Pressey,,,Guard,5-11,175,Inactive,2013,2015
Harold Pressley,Kings,21,Forward,6-7,210,Inactive,1986,1989
Jason Preston,Clippers,17,Guard,6-3,181,Active,2021,2023
AJ Price,,,Guard,6-2,195,Inactive,2009,2014
Mark Price,Cavaliers,25,Guard,6-0,180,Inactive,1986,1997
Ronnie Price,Jazz,14,Guard,6-2,190,Inactive,2005,2016
Tony Price,Clippers,34,Guard,6-6,190,Inactive,1980,1980
Joshua Primo,,,Guard,6-6,189,Inactive,2021,2022
Tayshaun Prince,Pistons,12,Forward,6-9,212,Inactive,2002,2015
John Pritchard,Hawks,,Center,6-9,220,Inactive,1949,1949
Kevin Pritchard,Warriors,12,Guard,6-3,180,Inactive,1990,1995
Payton Pritchard,Celtics,11,Guard,6-1,195,Active,2020,2023
Laron Profit,,,Guard-Forward,6-5,204,Inactive,1999,2005
Gabe Pruitt,Celtics,13,Guard,6-4,170,Inactive,2007,2008
Joel Przybilla,Trail Blazers,10,Center,7-1,245,Inactive,2000,2012
Les Pugh,Steamrollers,,Center,6-7,190,Inactive,1948,1949
Roy Pugh,Warriors,,,,,Inactive,1948,1948
Anthony Pullard,Bucks,23,Forward,6-10,245,Inactive,1992,1992
Trevelin Queen,,,Guard,6-6,190,Inactive,2021,2022
Neemias Queta,Kings,88,Center,7-0,248,Active,2021,2023
Immanuel Quickley,Knicks,5,Guard,6-2,190,Active,2020,2023
Brian Quinnett,Knicks,23,Guard,6-8,235,Inactive,1989,1991
Lester Quinones,Warriors,25,Guard,6-4,208,Active,2022,2023
Luke Rackley,Cavaliers,42,Center,6-10,220,Inactive,1969,1973
Howie Rader,Bullets,,Guard,6-1,190,Inactive,1948,1948
Mark Radford,SuperSonics,30,Guard,6-4,190,Inactive,1981,1982
Wayne Radford,Pacers,21,Guard,6-3,205,Inactive,1978,1978
Dino Radja,,,Center,6-11,225,Inactive,1993,1996
Vladimir Radmanovic,SuperSonics,77,Forward,6-10,235,Inactive,2001,2012
Aleksandar Radojevic,,,Center,7-3,250,Inactive,1999,2004
Frank Radovich,Warriors,9,Forward,6-8,235,Inactive,1961,1961
Moe Radovich,Warriors,4,Guard,6-0,160,Inactive,1952,1952
Miroslav Raduljica,,,Center,7-0,250,Inactive,2013,2014
Ray Ragelis,Royals,18,Forward,6-4,205,Inactive,1951,1951
Sherwin Raiken,Knicks,5,Guard,6-2,185,Inactive,1952,1952
Ed Rains,Spurs,15,Forward,6-7,190,Inactive,1981,1982
Igor Rakocevic,Timberwolves,36,Guard,6-2,184,Inactive,2002,2002
Kurt Rambis,Lakers,18,Forward,6-8,213,Inactive,1981,1994
Peter John Ramos,,,Center,7-3,275,Inactive,2004,2004
Cal Ramsey,Knicks,3,Forward,6-4,200,Inactive,1959,1960
Frank Ramsey,Celtics,23,Forward,6-3,190,Inactive,1954,1963
Jahmi'us Ramsey,,,Guard,6-3,190,Inactive,2020,2021
Ray Ramsey,Bullets,,Guard,6-2,165,Inactive,1948,1948
Mark Randall,Timberwolves,42,Forward,6-8,235,Inactive,1991,1994
Anthony Randolph,,,,,,Inactive,2008,2016
Shavlik Randolph,,,Forward,6-10,236,Inactive,2005,2014
Zach Randolph,Grizzlies,50,Forward,6-9,250,Inactive,2001,2017
Wally Rank,Clippers,30,Forward,6-6,220,Inactive,1980,1980
Kelvin Ransey,Nets,14,Guard,6-2,170,Inactive,1980,1985
Sam Ranzino,Royals,3,Guard,6-1,185,Inactive,1951,1951
Blair Rasmussen,Nuggets,41,Forward,6-4,172,Inactive,1985,1992
Xavier Rathan-Mayes,,,Guard,6-4,208,Inactive,2017,2017
Ed Ratleff,Rockets,42,Guard,6-6,195,Inactive,1973,1977
Mike Ratliff,Kings,43,Center,6-10,230,Inactive,1972,1973
Theo Ratliff,76ers,50,Center,6-10,235,Inactive,1995,2010
Andy Rautins,Knicks,11,Guard,6-4,190,Inactive,2010,2010
Leo Rautins,76ers,7,Forward,6-8,215,Inactive,1983,1984
Allan Ray,,,,,,Inactive,2006,2007
Clifford Ray,Warriors,44,Center,6-9,230,Inactive,1971,1980
Don Ray,Blackhawks,96,Forward,6-5,190,Inactive,1949,1949
Jamesearl Ray,Nuggets,43,Forward,6-8,215,Inactive,1980,1982
Jim Ray,Nationals,3,Guard,6-0,180,Inactive,1956,1959
Craig Raymond,76ers,20,Center,6-11,235,Inactive,1968,1968
Connie Rea,Bullets,,Guard,6-3,175,Inactive,1953,1953
Austin Reaves,Lakers,15,Guard,6-5,197,Active,2021,2023
Joe Reaves,Suns,24,Forward,6-5,210,Inactive,1973,1973
Zeljko Rebraca,Pistons,11,Center,7-0,265,Inactive,2001,2005
Michael Redd,Bucks,22,Guard,6-6,215,Inactive,2000,2011
Cam Reddish,Trail Blazers,5,Forward-Guard,6-7,217,Active,2019,2023
Frank Reddout,Royals,21,Forward,6-5,195,Inactive,1953,1953
Marlon Redmond,Kings,4,Guard,6-6,188,Inactive,1978,1979
Davon Reed,,,Guard,6-5,206,Inactive,2017,2022
Justin Reed,,,Forward,6-8,240,Inactive,2004,2006
Ron Reed,Pistons,20,Forward,6-5,205,Inactive,1965,1966
Willie Reed,,,Center,6-11,245,Inactive,2012,2017
Willis Reed,Knicks,19,Center,6-10,235,Inactive,1964,1973
Bryant Reeves,Grizzlies,50,Center,7-0,290,Inactive,1995,2000
Khalid Reeves,,,Guard,6-3,199,Inactive,1994,1999
Don Rehfeldt,Bullets,15,Forward,6-6,210,Inactive,1950,1951
Billy Reid,Warriors,31,Guard,6-5,190,Inactive,1980,1980
Don Reid,Pistons,52,Forward,6-8,250,Inactive,1995,2002
J.R. Reid,,,Forward,,,Inactive,1989,2000
Naz Reid,Timberwolves,11,Center-Forward,6-9,264,Active,2019,2023
Robert Reid,Rockets,50,Forward,6-8,205,Inactive,1977,1990
Ryan Reid,,,Forward,6-8,235,Inactive,2011,2011
Joseph Reiser,Bullets,,Guard,5-11,165,Inactive,1947,1949
Richard Rellford,Spurs,42,Forward,6-6,230,Inactive,1987,1987
Terrence Rencher,,,Guard,6-3,185,Inactive,1995,1995
John Rennicke,Hawks,,Guard,6-2,185,Inactive,1951,1951
Efthimios Rentzias,76ers,14,Center,6-11,250,Inactive,2002,2002
Shawn Respert,,,Guard,6-1,195,Inactive,1995,1998
Kevin Restani,Bucks,24,Forward,6-9,225,Inactive,1974,1981
Cam Reynolds,,,Forward,6-7,225,Inactive,2018,2020
George Reynolds,Pistons,10,Guard,6-4,195,Inactive,1969,1969
Jerry Reynolds,Bucks,44,Guard,6-8,200,Inactive,1985,1995
Rodrick Rhodes,,,Guard,6-6,225,Inactive,1997,1999
Glen Rice,,,Forward-Guard,6-8,228,Inactive,1989,2003
Glen Rice,,,Guard-Forward,6-6,206,Inactive,2013,2014
Chris Richard,Timberwolves,35,Forward,6-9,256,Inactive,2007,2009
Nick Richards,Hornets,4,Center,7-0,245,Active,2020,2023
Jason Richardson,Warriors,23,Guard,6-6,225,Inactive,2001,2014
Jeremy Richardson,Hawks,32,Guard-Forward,6-7,195,Inactive,2006,2008
Josh Richardson,Heat,2,Guard,6-6,200,Active,2015,2023
Malachi Richardson,,,Guard,6-6,205,Inactive,2016,2018
Micheal Ray Richardson,Knicks,20,Guard,6-5,189,Inactive,1978,1985
Pooh Richardson,,,Guard,6-1,180,Inactive,1989,1998
Quentin Richardson,Clippers,55,Forward,6-6,228,Inactive,2000,2012
Mitch Richmond,Kings,2,Guard,6-5,220,Inactive,1988,2001
John Richter,Celtics,16,Forward,6-9,225,Inactive,1959,1959
Dick Ricketts,Royals,24,Forward,6-7,215,Inactive,1955,1957
Isaiah Rider,,,Guard,,,Inactive,1993,2001
Jackie Ridgle,Cavaliers,23,Guard,6-4,195,Inactive,1971,1971
Luke Ridnour,SuperSonics,13,Guard,6-2,175,Inactive,2003,2014
Antoine Rigaudeau,,,Guard,6-7,210,Inactive,2002,2002
Tom Riker,Knicks,6,Forward,6-10,225,Inactive,1972,1974
Bob Riley,Hawks,12,Forward,6-9,235,Inactive,1970,1970
Eric Riley,Rockets,44,Center,7-0,245,Inactive,1993,1998
Pat Riley,Lakers,12,Guard,6-4,205,Inactive,1967,1975
Ron Riley,Rockets,31,Forward,6-8,195,Inactive,1972,1975
Grant Riller,Hornets,7,Guard,6-2,190,Inactive,2020,2020
Mike Riordan,Bullets,6,Forward,6-4,200,Inactive,1968,1976
Arnie Risen,Royals,19,Center,6-9,200,Inactive,1948,1957
Ramon Rivas,Celtics,45,Forward,6-10,260,Inactive,1988,1988
Austin Rivers,Timberwolves,25,Guard,6-4,200,Active,2012,2023
Doc Rivers,Hawks,25,Guard,6-4,210,Inactive,1983,1995
Lee Robbins,Steamrollers,,Forward,6-3,175,Inactive,1947,1948
Andre Roberson,,,Guard-Forward,6-7,210,Inactive,2013,2020
Rick Roberson,Lakers,50,Center,6-9,231,Inactive,1969,1975
Terrance Roberson,,,,,,Inactive,2000,2000
Anthony Roberts,Nuggets,30,Forward,6-5,185,Inactive,1977,1983
Bill Roberts,Bombers,,,,,Inactive,1948,1949
Brian Roberts,Pelicans,22,Guard,6-1,173,Inactive,2012,2016
Fred Roberts,,,Forward,6-10,218,Inactive,1983,1996
Joe Roberts,Nationals,12,Forward,6-6,214,Inactive,1960,1962
Lawrence Roberts,Grizzlies,44,Forward,6-9,240,Inactive,2005,2006
Marv Roberts,Lakers,30,Forward,6-8,200,Inactive,1976,1976
Stanley Roberts,,,Center,7-0,290,Inactive,1991,1999
Alvin Robertson,Spurs,7,Guard,6-4,208,Inactive,1984,1995
Oscar Robertson,Royals,14,Guard,6-5,205,Inactive,1960,1973
